CO_GT ;konsentrasi_CO ;konsentrasi_NMHC;konsentrasi_C6H6;konsentrasi_NMHC ;konsentrasi_NO;konsentrasi_Nox;konsentrasi_NO2;konsentrasi_NO2 ;konsentrasi_O3;konsentrasi_RH ;konsentrasi_AH 
2;1.108;-200;12;1.040;145;767;95;1.748;1.051;44;1
2;1.131;-200;13;1.097;137;735;93;1.797;1.027;42;1
2;1.105;-200;13;1.080;139;751;104;1.758;981;41;1
2;1.120;-200;13;1.096;130;753;102;1.767;976;40;1
2;1.100;-200;14;1.108;148;800;109;1.731;932;30;1
2;1.098;-200;14;1.124;120;810;97;1.716;871;30;1
3;1.137;-200;18;1.234;132;749;104;1.824;990;32;1
4;1.267;-200;22;1.352;188;651;124;1.961;1.196;38;1
4;1.319;-200;24;1.413;204;597;135;2.050;1.329;46;1
3;1.160;-200;16;1.189;167;698;122;1.824;1.151;51;1
2;1.084;-200;12;1.063;128;775;109;1.703;1.031;54;1
2;1.025;-200;10;963;106;842;95;1.621;917;56;1
1;953;-200;6;830;88;986;86;1.521;860;57;1
1;959;-200;6;812;77;961;78;1.518;910;64;1
0;834;-200;3;637;36;1.187;53;1.362;699;60;1
0;787;-200;2;549;28;1.366;43;1.317;596;62;1
0;799;-200;2;555;-200;1.327;-200;1.320;643;66;1
-200;807;-200;2;571;46;1.305;53;1.335;704;71;1
1;866;-200;4;686;55;1.135;48;1.405;741;68;1
1;1.035;-200;8;917;135;882;64;1.606;968;70;1
5;1.469;-200;28;1.491;327;555;95;2.301;1.561;66;1
6;1.553;-200;31;1.575;383;508;120;2.423;1.779;60;1
5;1.513;-200;26;1.455;366;554;153;2.182;1.822;50;1
5;1.395;-200;23;1.368;322;605;163;2.032;1.675;35;1
3;1.209;-200;18;1.248;188;712;119;1.891;1.295;30;1
3;1.142;-200;14;1.115;144;776;96;1.735;1.091;30;1
2;1.140;-200;14;1.129;132;765;94;1.728;1.023;32;1
2;1.105;-200;12;1.035;117;826;86;1.643;877;31;1
2;1.131;-200;12;1.058;121;824;91;1.664;931;27;1
2;1.162;-200;12;1.064;124;832;97;1.675;913;28;1
4;1.336;-200;21;1.326;188;674;125;1.923;1.255;28;1
5;1.533;-200;30;1.549;226;573;140;2.233;1.571;32;1
6;1.650;-200;34;1.649;266;528;158;2.345;1.779;35;1
5;1.535;-200;26;1.458;269;568;159;2.120;1.735;40;1
3;1.382;-200;18;1.243;183;632;128;1.941;1.511;52;1
3;1.335;-200;14;1.122;167;673;114;1.840;1.424;59;1
2;1.267;-200;12;1.064;138;706;100;1.766;1.348;59;1
2;1.122;-200;9;926;105;805;88;1.619;1.174;59;1
1;986;-200;5;771;54;964;67;1.518;947;58;1
1;966;-200;5;744;58;967;65;1.511;935;64;1
1;919;-200;3;661;-200;1.089;-200;1.468;838;66;1
-200;872;-200;3;632;37;1.132;47;1.403;768;62;1
1;967;-200;5;749;84;996;57;1.517;881;68;1
2;1.152;-200;10;964;134;800;73;1.705;1.096;66;1
4;1.500;-200;24;1.393;279;560;95;2.163;1.495;62;1
6;1.754;-200;37;1.716;333;452;110;2.667;1.895;57;1
5;1.558;-200;27;1.469;336;525;121;2.281;1.758;52;1
4;1.446;-200;22;1.350;280;568;108;2.140;1.630;52;1
3;1.349;-200;18;1.236;275;627;125;1.964;1.530;45;1
3;1.452;-200;23;1.371;207;576;117;2.138;1.622;43;1
5;1.676;-200;29;1.534;305;496;131;2.413;1.828;56;1
3;1.327;-200;15;1.139;236;658;126;1.894;1.323;67;1
3;1.248;-200;13;1.072;183;713;114;1.797;1.188;64;1
2;1.250;-200;13;1.074;162;724;123;1.806;1.166;61;1
3;1.222;-200;13;1.084;157;727;116;1.797;1.108;56;1
3;1.159;-200;13;1.097;136;748;107;1.709;995;49;1
3;1.192;-200;15;1.143;166;740;123;1.767;1.108;44;1
2;1.074;-200;9;954;136;846;112;1.570;956;47;1
2;984;-200;7;851;112;959;101;1.452;817;46;1
1;970;-200;5;773;87;1.026;91;1.425;658;52;1
1;987;-200;6;800;86;989;88;1.462;658;57;1
2;1.003;-200;7;836;98;949;96;1.455;748;50;1
1;933;-200;5;747;62;1.045;75;1.405;569;51;1
1;859;-200;3;620;32;1.201;47;1.316;445;53;1
0;815;-200;1;538;-200;1.412;-200;1.272;379;54;1
-200;792;-200;1;501;21;1.554;25;1.252;354;53;1
0;835;-200;2;560;41;1.409;49;1.317;407;54;1
1;975;-200;5;736;86;1.069;85;1.459;611;55;1
2;1.133;-200;9;957;174;815;106;1.652;944;56;1
4;1.347;-200;18;1.237;264;645;136;1.984;1.328;59;1
2;1.122;-200;11;1.000;211;783;119;1.663;1.085;56;1
2;1.152;-200;11;1.014;208;774;122;1.714;1.139;52;1
2;1.020;-200;7;866;139;907;90;1.554;799;50;1
2;1.066;-200;9;927;138;846;97;1.608;804;53;1
2;1.105;-200;11;1.016;142;789;98;1.736;930;50;1
2;1.056;-200;8;894;131;891;93;1.576;771;45;1
2;1.084;-200;10;970;132;818;98;1.626;845;46;1
3;1.288;-200;16;1.191;178;691;123;1.910;1.192;44;1
5;1.390;-200;23;1.368;228;605;148;2.092;1.494;43;1
5;1.374;-200;20;1.303;232;636;148;2.036;1.457;44;1
4;1.378;-200;22;1.342;204;612;133;2.076;1.489;48;1
5;1.428;-200;21;1.329;250;594;141;2.102;1.602;52;1
3;1.336;-200;16;1.176;208;656;131;1.891;1.468;55;1
3;1.234;-200;12;1.049;158;746;121;1.733;1.274;55;1
3;1.300;-200;17;1.221;197;648;123;1.946;1.401;56;1
3;1.246;-200;15;1.150;152;654;107;1.873;1.354;58;1
2;1.141;-200;11;1.017;112;740;104;1.690;1.188;58;1
1;1.014;-200;7;853;75;883;91;1.538;975;57;1
1;938;-200;5;769;-200;978;-200;1.463;816;56;1
-200;988;-200;6;814;74;908;87;1.512;921;60;1
1;983;-200;7;833;116;894;102;1.524;1.012;58;1
2;1.033;-200;8;917;118;882;95;1.617;905;52;1
4;1.388;-200;23;1.372;272;601;140;2.105;1.449;49;1
-200;1.512;-200;29;1.530;-200;527;-200;2.326;1.725;46;1
3;1.148;-200;14;1.104;258;723;138;1.713;1.301;38;1
3;1.095;-200;11;1.019;186;815;113;1.618;1.181;32;1
2;987;-200;10;979;130;923;101;1.515;962;26;1
2;984;-200;11;998;134;905;97;1.523;862;24;1
3;1.072;-200;13;1.084;148;843;114;1.622;1.017;21;1
2;1.048;-200;13;1.068;147;869;110;1.573;993;22;1
2;1.042;-200;11;1.029;123;907;103;1.540;879;20;1
2;1.113;-200;13;1.086;138;882;119;1.584;926;22;1
3;1.146;-200;15;1.145;162;836;126;1.647;1.011;22;1
4;1.239;-200;19;1.272;214;748;144;1.790;1.380;24;1
5;1.302;-200;22;1.346;230;706;164;1.880;1.698;25;1
4;1.181;-200;16;1.183;191;792;148;1.711;1.432;27;1
2;1.068;-200;12;1.037;128;869;119;1.567;1.217;29;1
2;1.135;-200;12;1.065;138;803;111;1.630;1.317;35;1
2;1.121;-200;10;992;126;844;115;1.505;1.255;35;1
2;1.131;-200;10;965;107;843;103;1.520;1.223;38;1
1;947;-200;6;798;67;964;81;1.395;930;41;1
1;935;-200;5;786;55;964;71;1.389;954;43;1
1;941;-200;6;792;-200;975;-200;1.397;889;51;1
-200;867;-200;4;734;48;1.043;58;1.324;808;51;1
1;839;-200;3;638;33;1.171;44;1.271;643;47;1
1;873;-200;4;704;41;1.091;49;1.322;756;50;1
1;1.065;-200;9;942;106;890;68;1.576;1.067;47;1
3;1.187;-200;14;1.104;208;727;108;1.721;1.391;43;1
3;1.249;-200;16;1.174;193;712;117;1.774;1.486;37;1
3;1.157;-200;13;1.072;191;802;127;1.653;1.327;30;1
2;988;-200;9;924;113;1.015;93;1.463;835;24;1
2;1.025;-200;9;955;111;997;94;1.457;834;24;1
2;997;-200;9;947;106;998;87;1.460;815;23;1
1;916;-200;6;829;82;1.124;75;1.333;621;21;1
1;965;-200;8;910;79;1.056;81;1.389;643;19;1
1;985;-200;8;903;90;1.059;86;1.437;712;21;1
2;1.026;-200;9;920;104;1.037;97;1.455;746;23;1
2;1.125;-200;11;1.016;148;910;117;1.564;991;27;1
3;1.159;-200;12;1.054;158;878;120;1.603;1.046;29;1
3;1.284;-200;15;1.149;234;780;149;1.725;1.304;32;1
2;1.101;-200;10;986;163;852;124;1.574;1.100;33;1
2;1.101;-200;10;972;95;879;97;1.552;1.001;34;1
3;1.183;-200;12;1.049;146;762;112;1.594;1.290;37;1
2;1.132;-200;11;996;102;822;95;1.564;1.205;41;1
2;998;-200;7;859;90;919;88;1.450;1.045;43;1
1;911;-200;5;743;41;1.052;54;1.370;739;43;1
1;875;-200;4;721;-200;1.083;-200;1.328;683;45;1
-200;808;-200;3;630;30;1.234;43;1.256;573;46;1
0;792;-200;2;599;32;1.262;45;1.235;564;50;1
0;822;-200;2;581;34;1.326;47;1.256;602;50;1
1;918;-200;4;721;57;1.069;58;1.353;785;51;1
1;975;-200;5;774;73;1.001;69;1.393;878;45;1
2;1.047;-200;8;908;119;913;89;1.458;981;35;1
2;1.053;-200;10;970;138;930;105;1.473;991;21;1
2;1.017;-200;8;897;96;1.013;92;1.400;780;19;1
1;1.021;-200;8;889;80;1.022;82;1.405;684;20;1
1;941;-200;5;753;45;1.173;56;1.311;468;19;1
1;991;-200;5;776;45;1.122;60;1.375;468;22;1
1;1.117;-200;7;862;54;995;64;1.476;530;22;1
1;1.217;-200;9;947;66;887;85;1.566;648;25;1
2;1.248;-200;10;982;95;880;107;1.617;746;27;1
2;1.242;-200;10;973;99;856;106;1.632;819;34;1
3;1.403;-200;15;1.151;147;747;125;1.820;1.125;37;1
2;1.238;-200;11;999;129;833;118;1.648;1.013;39;1
2;1.093;-200;7;858;96;975;95;1.495;816;37;1
1;1.034;-200;6;805;92;1.030;97;1.416;750;36;1
1;934;-200;6;795;88;1.098;93;1.328;673;29;1
1;913;-200;5;785;89;1.110;85;1.273;692;27;1
1;835;-200;4;691;52;1.265;67;1.182;517;26;1
1;773;-200;2;568;25;1.474;37;1.113;392;28;1
0;771;-200;1;533;-200;1.566;-200;1.110;360;30;1
-200;805;-200;1;534;28;1.454;40;1.112;409;34;1
1;930;-200;4;684;65;1.059;75;1.220;779;37;1
1;1.009;-200;7;859;132;944;102;1.420;1.016;38;1
3;1.196;-200;14;1.131;216;775;113;1.675;1.243;35;1
2;1.010;-200;9;937;180;945;142;1.444;949;31;1
2;990;-200;9;924;140;974;90;1.404;861;29;1
2;988;-200;9;918;141;1.007;94;1.393;850;24;1
2;979;-200;8;910;123;1.028;92;1.396;788;22;1
2;1.029;-200;10;983;129;950;97;1.470;879;21;1
2;984;-200;9;945;115;990;88;1.423;747;20;1
2;985;-200;9;919;104;1.028;86;1.387;700;19;1
2;981;-200;8;886;129;1.054;99;1.363;695;19;1
2;1.020;-200;9;941;138;1.016;95;1.425;756;19;1
2;1.106;-200;13;1.097;135;902;105;1.552;941;17;1
3;1.153;-200;16;1.168;163;842;121;1.644;1.021;20;1
3;1.215;-200;18;1.234;180;796;125;1.735;1.167;21;1
3;1.094;-200;13;1.072;170;888;122;1.545;1.105;24;1
1;944;-200;6;832;72;1.072;81;1.350;712;26;1
1;964;-200;7;861;69;1.014;73;1.398;735;29;1
1;1.003;-200;7;872;79;988;80;1.439;851;31;1
1;914;-200;5;774;53;1.091;65;1.323;706;32;1
0;839;-200;2;609;36;1.276;59;1.286;643;32;1
0;830;-200;2;582;30;1.310;50;1.264;608;35;1
0;812;-200;1;521;-200;1.413;-200;1.233;469;33;1
-200;832;-200;2;547;15;1.320;23;1.254;469;40;1
1;903;-200;3;656;38;1.155;37;1.361;618;45;1
1;1.022;-200;6;825;68;931;54;1.487;931;45;1
3;1.378;-200;19;1.277;192;628;94;1.970;1.519;47;1
7;1.745;-200;39;1.748;346;484;139;2.605;2.054;40;1
3;1.326;-200;15;1.137;225;719;115;1.760;1.550;38;1
2;1.215;-200;12;1.062;199;794;119;1.650;1.381;27;1
2;1.138;-200;11;1.015;140;854;103;1.604;1.115;23;1
3;1.244;-200;15;1.162;162;765;123;1.735;1.189;20;1
3;1.261;-200;17;1.210;173;736;126;1.769;1.200;19;1
2;1.182;-200;13;1.066;121;818;106;1.663;965;20;1
2;1.208;-200;14;1.111;133;783;127;1.653;1.018;19;1
2;1.158;-200;10;981;96;862;105;1.573;775;20;1
3;1.346;-200;19;1.278;141;701;130;1.873;1.193;21;1
4;1.443;-200;23;1.371;221;664;160;1.988;1.425;25;1
5;1.440;-200;26;1.443;232;635;162;2.068;1.594;27;1
3;1.232;-200;16;1.173;174;751;135;1.750;1.284;30;1
2;1.159;-200;12;1.061;138;812;122;1.648;1.174;33;1
1;1.081;-200;9;929;65;910;75;1.518;937;37;1
2;1.083;-200;8;911;107;883;96;1.507;985;39;1
1;1.069;-200;8;887;70;859;84;1.542;1.041;43;1
1;940;-200;4;724;44;1.012;68;1.407;867;44;1
1;901;-200;3;653;41;1.094;65;1.367;822;46;1
0;848;-200;2;571;-200;1.224;-200;1.297;624;44;1
-200;846;-200;2;598;33;1.211;52;1.332;669;51;1
0;848;-200;2;598;32;1.219;46;1.318;628;49;1
1;980;-200;6;800;46;983;54;1.462;810;52;1
3;1.408;-200;21;1.321;173;618;94;2.044;1.495;53;1
6;1.716;-200;37;1.701;320;490;155;2.545;2.018;47;1
5;1.475;-200;22;1.351;294;625;165;2.006;1.696;41;1
3;1.262;-200;13;1.096;182;772;134;1.711;1.340;29;1
2;1.156;-200;12;1.034;154;813;122;1.640;1.123;26;1
2;1.192;-200;13;1.097;118;796;113;1.688;971;22;1
2;1.233;-200;15;1.154;116;746;115;1.740;1.000;23;1
2;1.208;-200;13;1.083;121;792;118;1.702;891;23;1
2;1.215;-200;14;1.116;116;784;125;1.715;852;21;1
3;1.251;-200;16;1.165;144;747;135;1.774;975;25;1
3;1.358;-200;19;1.278;176;689;149;1.899;1.192;26;1
4;1.379;-200;22;1.349;214;645;162;1.961;1.373;30;1
4;1.379;-200;21;1.326;191;659;151;1.961;1.307;32;1
4;1.373;-200;18;1.252;205;670;154;1.889;1.325;37;1
2;1.197;-200;9;950;110;823;118;1.592;918;42;1
2;1.238;-200;9;940;95;815;103;1.622;877;47;1
2;1.255;-200;10;963;126;781;122;1.665;1.024;52;1
2;1.164;-200;8;908;90;821;102;1.574;1.019;50;1
1;1.046;-200;6;803;48;900;73;1.490;823;53;1
1;956;-200;3;661;38;1.043;59;1.398;701;52;1
0;885;-200;2;565;-200;1.217;-200;1.329;542;46;1
-200;877;-200;2;549;14;1.265;26;1.317;463;48;1
0;925;-200;2;609;26;1.168;35;1.363;533;54;1
1;1.086;-200;7;837;83;885;68;1.553;906;59;1
3;1.490;-200;20;1.286;188;593;97;2.053;1.447;56;1
5;1.763;-200;33;1.617;253;489;146;2.503;1.835;53;1
4;1.462;-200;18;1.242;149;637;83;1.961;1.552;46;1
2;1.232;-200;12;1.062;155;787;117;1.707;1.092;30;1
2;1.239;-200;13;1.067;146;779;117;1.702;1.071;26;1
2;1.218;-200;12;1.051;121;796;108;1.689;881;23;1
2;1.235;-200;13;1.094;111;756;107;1.729;907;22;1
2;1.196;-200;12;1.061;116;791;120;1.649;899;22;1
3;1.288;-200;16;1.179;167;717;150;1.799;1.074;20;1
2;1.248;-200;14;1.108;145;772;138;1.701;969;19;1
4;1.401;-200;22;1.342;192;663;148;1.959;1.267;20;1
4;1.401;-200;24;1.396;231;645;168;2.009;1.402;25;1
;1.444;-200;22;1.354;248;655;172;1.956;1.437;28;1
5;1.379;-200;21;1.312;267;683;179;1.870;1.382;30;1
3;1.251;-200;13;1.097;181;771;143;1.680;1.280;34;1
3;1.269;-200;13;1.077;163;773;137;1.706;1.250;38;1
2;1.242;-200;12;1.060;141;745;117;1.693;1.359;43;1
1;1.045;-200;7;850;78;889;93;1.506;1.102;42;1
1;937;-200;4;698;42;1.039;64;1.382;768;42;1
0;875;-200;3;622;35;1.167;58;1.331;656;42;1
0;889;-200;3;633;-200;1.123;-200;1.344;683;52;1
-200;888;-200;3;640;33;1.089;47;1.330;670;50;1
0;881;-200;3;624;38;1.135;47;1.319;656;50;1
1;998;-200;7;856;65;894;62;1.488;926;55;1
4;1.517;-200;26;1.460;296;551;113;2.205;1.677;51;1
5;1.522;-200;28;1.509;303;543;126;2.275;1.828;46;1
3;1.417;-200;20;1.303;244;635;139;1.964;1.752;40;1
3;1.329;-200;17;1.214;216;700;148;1.845;1.581;27;1
2;1.203;-200;11;1.023;137;825;117;1.622;1.132;24;1
2;1.234;-200;12;1.037;120;788;;1.658;1.037;24;1
2;1.286;-200;13;1.090;100;750;98;1.719;1.023;22;1
2;1.298;-200;13;1.075;103;749;98;1.690;1.022;22;1
2;1.308;-200;13;1.084;123;757;110;1.724;989;20;1
2;1.276;-200;14;1.099;136;783;114;1.680;925;19;1
3;1.234;-200;10;985;158;815;122;1.572;795;23;1
4;1.419;-200;20;1.300;216;670;155;1.923;1.263;26;1
4;1.325;-200;19;1.273;211;716;145;1.815;1.184;25;1
4;1.346;-200;18;1.224;202;715;146;1.794;1.272;29;1
3;1.241;-200;14;1.110;147;772;130;1.698;1.177;32;1
3;1.274;-200;13;1.094;160;771;126;1.682;1.231;36;1
3;1.321;-200;15;1.144;162;732;127;1.745;1.243;37;1
4;1.424;-200;18;1.240;194;662;126;1.841;1.427;42;1
3;1.357;-200;16;1.178;167;674;124;1.782;1.454;46;1
2;1.123;-200;10;966;91;770;93;1.594;1.183;48;1
1;1.003;-200;6;820;-200;902;-200;1.455;908;46;1
-200;951;-200;4;713;42;994;58;1.385;821;50;1
1;941;-200;4;687;50;1.024;59;1.374;777;54;1
1;986;-200;5;745;61;959;66;1.426;888;54;1
1;1.153;-200;9;947;107;795;80;1.643;1.076;53;1
2;1.323;-200;15;1.137;139;696;94;1.846;1.285;48;1
2;1.315;-200;12;1.040;165;743;102;1.740;1.315;47;1
2;1.303;-200;11;1.015;139;777;96;1.731;1.250;40;1
2;1.238;-200;12;1.037;113;813;91;1.698;978;33;1
2;1.259;-200;13;1.080;138;772;104;1.736;1.072;28;1
2;1.246;-200;13;1.070;104;770;84;1.747;1.064;28;1
1;1.154;-200;8;912;78;872;76;1.605;825;28;1
2;1.237;-200;11;997;97;800;87;1.688;924;27;1
2;1.315;-200;12;1.041;115;773;101;1.767;966;29;1
3;1.466;-200;16;1.174;152;680;115;1.965;1.302;40;1
3;1.409;-200;14;1.113;157;710;110;1.850;1.256;40;1
3;1.366;-200;16;1.171;132;693;103;1.933;1.068;39;1
2;1.241;-200;11;1.011;98;781;90;1.748;1.070;45;1
1;1.123;-200;6;832;65;930;68;1.565;792;48;1
3;1.321;-200;13;1.075;101;757;85;1.891;1.017;51;1
3;1.397;-200;15;1.159;134;681;100;1.949;1.207;53;1
4;1.507;-200;21;1.311;177;608;114;2.107;1.499;55;1
4;1.405;-200;16;1.177;179;660;108;1.931;1.474;56;1
2;1.192;-200;10;994;105;759;78;1.780;1.163;58;1
2;1.199;-200;13;1.070;-200;671;-200;1.873;1.189;62;1
-200;973;-200;5;761;49;954;55;1.501;815;58;1
0;864;-200;2;591;27;1.247;37;1.374;507;56;1
0;886;-200;2;598;41;1.257;53;1.374;506;52;1
1;988;-200;4;713;78;1.092;79;1.455;716;49;1
1;1.008;-200;4;729;68;1.034;65;1.490;795;49;1
1;976;-200;4;698;64;1.156;64;1.393;594;41;1
1;978;-200;4;718;67;1.137;66;1.392;565;34;1
1;987;-200;5;740;54;1.105;53;1.407;523;28;1
1;1.030;-200;5;778;67;1.071;69;1.452;591;28;1
1;955;-200;4;723;51;1.129;57;1.393;559;26;1
1;924;-200;3;673;28;1.247;36;1.346;430;23;1
1;1.005;-200;5;758;51;1.091;57;1.434;522;27;1
2;1.059;-200;6;816;77;1.023;73;1.468;641;29;1
2;1.079;-200;7;851;93;991;81;1.490;738;28;1
1;1.070;-200;7;850;94;997;91;1.502;778;30;1
1;1.085;-200;6;805;69;972;65;1.528;718;36;1
1;1.066;-200;6;787;57;986;56;1.552;689;40;1
1;1.094;-200;6;815;74;934;69;1.563;852;47;1
1;1.110;-200;6;814;75;948;73;1.571;854;49;1
1;968;-200;4;719;73;1.081;76;1.388;664;42;1
1;906;-200;4;714;56;1.163;67;1.351;544;38;1
1;849;-200;2;615;31;1.285;44;1.276;461;43;1
0;774;-200;1;500;13;1.536;21;1.169;352;45;1
-200;746;-200;1;450;-200;1.807;-200;1.111;308;42;1
-200;753;-200;1;437;14;1.904;19;1.110;301;41;1
0;749;-200;1;;23;1.803;29;1.089;307;37;1
1;864;-200;3;642;72;1.288;69;1.255;441;36;1
2;1.002;-200;8;893;165;1.010;111;1.394;775;31;1
2;970;-200;10;966;118;944;81;1.379;907;24;1
1;898;-200;7;853;85;1.066;56;1.271;763;24;1
1;847;-200;6;800;116;1.155;90;1.179;649;18;0
1;847;-200;6;788;112;1.203;85;1.162;598;17;0
1;871;-200;7;848;100;1.139;83;1.208;579;16;0
1;869;-200;7;866;109;1.107;85;1.212;596;15;0
1;875;-200;7;854;111;1.160;85;1.200;595;13;0
1;895;-200;8;878;109;1.122;81;1.238;607;13;0
1;926;-200;8;885;114;1.101;92;1.259;662;14;0
2;996;-200;12;1.048;139;959;108;1.397;822;15;0
2;997;-200;14;1.100;157;896;106;1.392;987;17;0
2;1.006;-200;12;1.048;147;925;114;1.416;966;19;0
1;895;-200;7;845;102;1.072;96;1.241;763;23;1
1;862;-200;5;751;73;1.154;77;1.213;617;25;1
1;858;-200;5;756;65;1.159;73;1.209;564;26;1
1;853;-200;5;762;76;1.134;86;1.184;646;25;0
1;859;-200;4;727;65;1.120;84;1.187;753;28;1
0;837;-200;3;634;41;1.200;56;1.150;669;32;1
-200;746;-200;1;493;17;1.522;31;1.063;435;29;1
-200;752;-200;1;515;-200;1.472;-200;1.068;436;36;1
-200;742;-200;1;489;19;1.559;30;1.048;403;34;1
0;774;-200;2;560;45;1.386;51;1.107;532;40;1
0;798;-200;3;630;40;1.291;45;1.125;536;35;1
1;1.002;-200;9;932;101;949;82;1.405;917;31;1
3;1.210;-200;22;1.356;183;657;100;1.786;1.481;28;1
2;1.058;-200;15;1.158;149;820;91;1.459;1.187;20;0
3;1.106;-200;14;1.118;207;885;130;1.451;1.220;13;0
3;1.153;-200;19;1.253;289;815;155;1.541;1.381;10;0
2;1.047;-200;14;1.101;159;913;114;1.391;1.103;10;0
2;1.091;-200;16;1.172;162;874;127;1.459;1.105;9;0
2;1.162;-200;19;1.253;173;796;138;1.595;1.248;9;0
-200;1.059;-200;13;1.070;-200;925;-200;1.401;976;9;0
-200;1.083;-200;12;1.051;-200;939;-200;1.390;898;10;0
-200;1.150;-200;15;1.161;-200;867;-200;1.512;1.038;11;0
-200;1.321;-200;25;1.426;-200;720;-200;1.859;1.395;12;1
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
4;1.303;-200;40;1.776;-200;946;-200;1.467;1.608;36;1
2;1.137;-200;15;1.146;188;1.144;136;1.392;1.327;24;1
2;1.139;-200;14;1.109;159;1.118;135;1.436;1.292;21;1
2;1.099;-200;12;1.059;146;1.156;115;1.416;1.114;19;1
2;1.088;-200;14;1.116;127;1.128;112;1.449;1.060;16;1
2;1.027;-200;12;1.041;128;1.237;112;1.345;915;13;1
2;1.014;-200;12;1.049;120;1.200;109;1.366;893;14;1
1;969;-200;10;968;115;1.276;112;1.325;768;14;1
-200;1.120;-200;18;1.238;-200;1.023;-200;1.591;1.126;16;1
-200;1.131;-200;23;1.368;-200;933;-200;1.707;1.284;19;1
-200;1.130;-200;23;1.368;-200;933;-200;1.709;1.269;20;1
-200;1.123;-200;20;1.304;-200;939;-200;1.720;1.290;24;1
-200;1.069;-200;13;1.086;-200;1.064;-200;1.536;1.119;28;1
-200;1.021;-200;11;1.010;-200;1.116;-200;1.480;1.027;29;1
-200;1.101;-200;13;1.093;-200;1.012;-200;1.564;1.155;31;1
-200;1.026;-200;10;960;-200;1.072;-200;1.471;1.078;36;1
-200;949;-200;7;841;-200;1.155;-200;1.393;954;39;1
-200;846;-200;4;687;-200;1.295;-200;1.288;726;39;1
-200;811;-200;2;606;-200;1.417;-200;1.248;656;39;1
-200;803;-200;2;586;-200;1.442;-200;1.232;573;41;1
-200;882;-200;4;715;-200;1.246;-200;1.367;780;49;1
-200;963;-200;7;836;-200;1.085;-200;1.429;920;48;1
-200;1.413;-200;25;1.424;-200;739;-200;2.102;1.544;46;1
-200;1.485;-200;34;1.650;-200;632;-200;2.337;1.789;42;1
-200;1.354;-200;25;1.418;-200;749;-200;2.043;1.629;35;1
-200;1.074;-200;9;939;-200;1.071;-200;1.513;997;28;1
-200;1.022;-200;8;914;-200;1.132;-200;1.446;847;23;1
-200;1.100;-200;12;1.034;-200;995;-200;1.586;958;24;1
-200;1.073;-200;12;1.052;-200;1.009;-200;1.574;854;21;1
-200;1.049;-200;10;983;-200;1.071;-200;1.515;782;20;1
-200;1.086;-200;12;1.048;-200;1.016;-200;1.580;888;19;1
-200;1.059;-200;11;1.027;-200;1.066;-200;1.521;764;16;1
-200;1.244;-200;20;1.301;-200;842;-200;1.801;1.170;21;1
-200;1.320;-200;25;1.423;-200;767;-200;1.986;1.385;24;1
-200;1.236;-200;20;1.304;-200;822;-200;1.868;1.237;27;1
-200;1.136;-200;16;1.187;-200;904;-200;1.735;1.127;28;1
-200;1.110;-200;13;1.093;-200;961;-200;1.661;1.091;33;1
-200;1.026;-200;10;990;-200;1.032;-200;1.553;972;35;1
-200;1.038;-200;10;961;-200;1.026;-200;1.530;949;38;1
-200;975;-200;8;892;-200;1.015;-200;1.480;890;41;1
-200;908;-200;6;814;-200;1.089;-200;1.403;763;45;1
-200;896;-200;6;820;-200;1.074;-200;1.439;833;50;1
-200;810;-200;4;697;-200;1.221;-200;1.321;675;49;1
-200;789;-200;3;638;-200;1.305;-200;1.309;672;54;1
-200;814;-200;3;678;-200;1.276;-200;1.339;626;52;1
-200;958;-200;8;907;-200;992;-200;1.536;882;55;1
-200;1.213;-200;19;1.274;-200;762;-200;1.914;1.264;51;1
-200;1.221;-200;23;1.367;-200;722;-200;2.008;1.330;46;1
-200;1.245;-200;19;1.281;-200;774;-200;1.952;1.324;44;1
-200;1.050;-200;10;963;-200;998;-200;1.609;901;35;1
-200;1.048;-200;10;969;-200;1.012;-200;1.600;852;29;1
-200;1.141;-200;14;1.128;-200;902;-200;1.738;1.009;25;1
-200;1.052;-200;12;1.053;-200;949;-200;1.641;831;24;1
-200;1.152;-200;14;1.099;-200;908;-200;1.706;954;26;1
2;1.026;-200;12;1.061;133;982;115;1.564;814;19;1
2;1.039;-200;12;1.055;131;966;117;1.590;845;23;1
2;1.148;-200;13;1.067;133;887;105;1.790;956;41;1
2;1.176;-200;14;1.114;141;843;114;1.805;1.102;48;1
